"Report Date","Borough","Community District","Adult Family Comm Hotel","Adult Family Shelter","Adult Shelter","Adult Shelter Comm Hotel","FWC Cluster","FWC Comm Hotel","FWC Shelter"
"11/30/2022","Brooklyn","305",,,"6","5",,,"6"
"11/30/2022","Brooklyn","304","1",,"1","2",,,"4"
"11/30/2022","Brooklyn","303","1",,"5","1",,"1","7"
"11/30/2022","Brooklyn","302",,"1","4",,,,"1"
"11/30/2022","Brooklyn","301",,"1","6","1",,"1",
"11/30/2022","Bronx","212",,,"2",,,"1","2"
"11/30/2022","Bronx","211",,,,,,,
"11/30/2022","Bronx","210",,,,,,,"3"
"11/30/2022","Bronx","209",,,"2",,,"1","6"
"11/30/2022","Bronx","208",,,,,,,"1"
"11/30/2022","Bronx","207",,,"5",,,,"4"
"11/30/2022","Bronx","206",,,"2",,,"4","16"
"11/30/2022","Bronx","205",,"1","4",,,,"7"
"11/30/2022","Bronx","204",,,"2",,,"1","13"
"11/30/2022","Bronx","203",,,"7","1",,,"7"
"11/30/2022","Bronx","202",,"1",,,,,"5"
"11/30/2022","Bronx","201",,,"5","2",,"1","6"
"10/31/2022","Bronx","206",,,"2",,,"4","16"
"10/31/2022","Staten Island","502",,,,,,"2",
"10/31/2022","Staten Island","501",,,,,,,"1"
"10/31/2022","Queens","414",,"1","1","1",,,"1"
"10/31/2022","Queens","413",,,"1","6",,,"2"
"10/31/2022","Queens","412","2","1","4","2",,"6","7"
"10/31/2022","Queens","410",,,"1","2",,"2",
"10/31/2022","Queens","409",,,"1",,,,
"10/31/2022","Queens","408",,,,,,,"1"
"10/31/2022","Queens","407",,,"2",,,,
"10/31/2022","Queens","405",,,"1",,,,"1"
"10/31/2022","Queens","404",,,,"2",,,"1"
"10/31/2022","Queens","403",,"1",,"1",,"2","4"
"10/31/2022","Queens","402",,"1",,"3",,"1","1"
"10/31/2022","Queens","401",,,"1","2",,"4","2"
"10/31/2022","Manhattan","112",,,"3",,,"1",
"10/31/2022","Manhattan","111",,,"9",,,,"7"
"10/31/2022","Manhattan","110",,,"10",,,,"9"
"10/31/2022","Bronx","201",,,"5","2",,"1","6"
"10/31/2022","Manhattan","109",,,"1",,,,"4"
"10/31/2022","Manhattan","108",,,"1",,,,
"10/31/2022","Manhattan","107",,"1","1",,,"1","3"
"10/31/2022","Bronx","203",,,"7","1",,,"7"
"10/31/2022","Manhattan","106",,,"3",,,"1",
"10/31/2022","Manhattan","105",,"1","1","1",,"4","1"
"10/31/2022","Manhattan","104",,,"2","1",,"1","1"
"10/31/2022","Bronx","205",,"1","4",,,,"7"
"10/31/2022","Manhattan","103",,,"5","2",,,"3"
"10/31/2022","Bronx","204",,,"2",,,"1","13"
"10/31/2022","Manhattan","102",,,,,,,
"10/31/2022","Manhattan","101",,,,,,,
"10/31/2022","Brooklyn","318",,"1",,,,"1","1"
"10/31/2022","Brooklyn","317",,,,,,"1","3"
"10/31/2022","Brooklyn","316",,,"4","5",,"1","14"
"10/31/2022","Brooklyn","315",,,"1",,,,"1"
"10/31/2022","Brooklyn","314",,,"1",,,,"1"
"10/31/2022","Brooklyn","313",,,,"1",,,"1"
"10/31/2022","Brooklyn","312",,,"1",,,,"1"
"10/31/2022","Brooklyn","309",,,"1",,,,"1"
"10/31/2022","Brooklyn","308",,,"2","1",,,"5"
"10/31/2022","Brooklyn","307",,,"3","5",,"1","1"
"10/31/2022","Brooklyn","306",,"1","2","2",,,"1"
"10/31/2022","Brooklyn","305",,,"5","5",,,"6"
"10/31/2022","Brooklyn","304",,,"1","2",,,"4"
"10/31/2022","Brooklyn","303","1",,"5","1",,"1","7"
"10/31/2022","Brooklyn","302",,"1","4",,,,"1"
"10/31/2022","Brooklyn","301",,"1","6","1",,"1",
"10/31/2022","Bronx","212",,,"2",,,"1","2"
"10/31/2022","Bronx","211",,,,,,,
"10/31/2022","Bronx","202",,"1",,,,,"5"
"10/31/2022","Bronx","210",,,,,,,"3"
"10/31/2022","Bronx","209",,,"2",,,"1","6"
"10/31/2022","Bronx","208",,,,,,,"1"
"10/31/2022","Bronx","207",,,"5",,,,"4"
"09/30/2022","Brooklyn","309",,,"1",,,,"1"
"09/30/2022","Bronx","201",,,"4","2",,"1","6"
"09/30/2022","Bronx","202",,"1",,,,,"5"
"09/30/2022","Bronx","203",,,"7","1",,,"7"
"09/30/2022","Bronx","204",,,"2",,,"1","13"
"09/30/2022","Bronx","205",,"1","4",,,,"7"
"09/30/2022","Bronx","206",,,"2",,,"2","18"
"09/30/2022","Bronx","207",,,"5",,,,"4"
"09/30/2022","Bronx","208",,,,,,,"1"
"09/30/2022","Bronx","209",,,"2",,,"1","6"
"09/30/2022","Bronx","210",,,,,,,"3"
"09/30/2022","Bronx","211",,,,,,,
"09/30/2022","Bronx","212",,,"2",,,"1","1"
"09/30/2022","Brooklyn","301",,"1","6","1",,"1",
"09/30/2022","Brooklyn","302",,"1","3",,,,"1"
"09/30/2022","Brooklyn","303","1",,"5","1",,"1","7"
"09/30/2022","Brooklyn","304",,,"1","2",,,"4"
"09/30/2022","Brooklyn","305",,,"5","3",,,"6"
"09/30/2022","Brooklyn","306",,"1","2","2",,,"1"
"09/30/2022","Brooklyn","307",,,"3","5",,"1","1"
"09/30/2022","Brooklyn","308",,,"2","1",,,"5"
"09/30/2022","Brooklyn","312",,,"1",,,,"1"
"09/30/2022","Brooklyn","313",,,,"1",,,"1"
"09/30/2022","Brooklyn","314",,,"1",,,,"1"
"09/30/2022","Brooklyn","315",,,,,,,"1"
"09/30/2022","Brooklyn","316",,,"4","5",,"1","13"
"09/30/2022","Brooklyn","317",,,,,,,"3"
"09/30/2022","Brooklyn","318",,"1",,,,"1","1"
"09/30/2022","Manhattan","101",,,,,,,
"09/30/2022","Manhattan","102",,,,,,,
"09/30/2022","Manhattan","103",,,"5","2",,,"3"
"09/30/2022","Manhattan","104",,,"2","1",,"1",
"09/30/2022","Manhattan","105",,"1","1","1",,"2","1"
"09/30/2022","Manhattan","106",,,"3",,,"1",
"09/30/2022","Manhattan","107",,"1","1",,,"1","3"
"09/30/2022","Manhattan","108",,,"1",,,,
"09/30/2022","Manhattan","109",,,"1",,,,"5"
"09/30/2022","Manhattan","110",,,"10",,,,"9"
"09/30/2022","Manhattan","111",,,"9",,,,"7"
"09/30/2022","Manhattan","112",,,"3",,,"1",
"09/30/2022","Queens","401",,,"1","2",,"4","2"
"09/30/2022","Queens","402",,"1",,"3",,"1","1"
"09/30/2022","Queens","403",,"1",,"1",,"2","4"
"09/30/2022","Queens","404",,,,"2",,,"1"
"09/30/2022","Queens","405",,,"1",,,,"1"
"09/30/2022","Queens","407",,,"2",,,,
"09/30/2022","Queens","408",,,,,,,"1"
"09/30/2022","Queens","409",,,"1",,,,
"09/30/2022","Queens","410",,,"1","2",,"2",
"09/30/2022","Queens","412","1","1","3","1",,"5","7"
"09/30/2022","Queens","413",,,"1","5",,,"2"
"09/30/2022","Queens","414",,"1","1","1",,,"1"
"09/30/2022","Staten Island","501",,,,,,,"1"
"08/31/2022","Brooklyn","318",,"1",,,,,"1"
"08/31/2022","Staten Island","501",,,,,,,"1"
"08/31/2022","Queens","414",,"1","1","1",,,"1"
"08/31/2022","Queens","413",,,"1","5",,,"2"
"08/31/2022","Queens","412",,"1","3","1",,"2","7"
"08/31/2022","Queens","410",,,"1","2",,"1",
"08/31/2022","Queens","409",,,"1",,,,
"08/31/2022","Queens","408",,,,,,,"1"
"08/31/2022","Queens","407",,,"2",,,,
"08/31/2022","Queens","405",,,"1",,,,"1"
"08/31/2022","Queens","404",,,,"2",,,"1"
"08/31/2022","Queens","403",,"1",,"1",,"1","4"
"08/31/2022","Queens","402",,"1",,"3",,,"1"
"08/31/2022","Queens","401",,,"1","2",,"2","2"
"08/31/2022","Manhattan","112",,,"3",,,,
"08/31/2022","Manhattan","111",,,"9",,,,"7"
"08/31/2022","Manhattan","110",,,"10",,,,"9"
"08/31/2022","Manhattan","109",,,,,,,"5"
"08/31/2022","Manhattan","108",,,"1",,,,
"08/31/2022","Manhattan","107",,"1","1",,,"1","3"
"08/31/2022","Manhattan","106",,,"3",,,"1",
"08/31/2022","Manhattan","105",,"1","1","1",,,"1"
"08/31/2022","Manhattan","104",,,"2","1",,"1",
"08/31/2022","Manhattan","103",,,"5","2",,,"3"
"08/31/2022","Manhattan","102",,,,,,,
"08/31/2022","Manhattan","101",,,,,,,
"08/31/2022","Brooklyn","317",,,,,,,"3"
"08/31/2022","Brooklyn","316",,,"4","5",,,"13"
"08/31/2022","Brooklyn","315",,,,,,,"1"
"08/31/2022","Brooklyn","314",,,"1",,,,"1"
"08/31/2022","Brooklyn","313",,,,"1",,,"1"
"08/31/2022","Brooklyn","312",,,"1",,,,"1"
"08/31/2022","Brooklyn","309",,,"1",,,,"1"
"08/31/2022","Brooklyn","308",,,"2","1",,,"5"
"08/31/2022","Brooklyn","307",,,"3","5",,,"1"
"08/31/2022","Brooklyn","306",,"1","2","2",,,"1"
"08/31/2022","Brooklyn","305",,,"6","3",,,"6"
"08/31/2022","Brooklyn","304",,,"2","2",,,"4"
"08/31/2022","Brooklyn","303",,,"5",,,"1","7"
"08/31/2022","Brooklyn","302",,"1","3",,,,"1"
"08/31/2022","Brooklyn","301",,"1","6","1",,"1",
"08/31/2022","Bronx","212",,,"2",,,,"1"
"08/31/2022","Bronx","211",,,,,,,
"08/31/2022","Bronx","210",,,,,,,"3"
"08/31/2022","Bronx","209",,,"2",,,,"6"
"08/31/2022","Bronx","208",,,,,,,"1"
"08/31/2022","Bronx","207",,,"5",,,,"4"
"08/31/2022","Bronx","206",,,"2",,,"1","18"
"08/31/2022","Bronx","205",,"1","4",,,,"7"
"08/31/2022","Bronx","204",,,"2",,,"1","13"
"08/31/2022","Bronx","203",,,"7","1",,,"7"
"08/31/2022","Bronx","202",,"1",,,,,"5"
"08/31/2022","Bronx","201",,,"4","2",,"1","6"
"07/31/2022","Bronx","202",,"1",,,,,"5"
"07/31/2022","Staten Island","501",,,,,,,"1"
"07/31/2022","Queens","414",,"1","1","1",,,"1"
"07/31/2022","Queens","413",,,"1","5",,,"2"
"07/31/2022","Queens","412",,"1","3","1",,,"7"
"07/31/2022","Queens","410",,,"1","2",,"1",
"07/31/2022","Queens","409",,,"1",,,,
"07/31/2022","Queens","408",,,,,,,"1"
"07/31/2022","Queens","407",,,"2",,,,
"07/31/2022","Queens","405",,,"1",,,,"1"
"07/31/2022","Queens","404",,,,"2",,,"1"
"07/31/2022","Queens","403",,"1",,"1",,,"4"
"07/31/2022","Queens","402",,"1",,"3",,,"1"
"07/31/2022","Queens","401",,,"1","2",,"1","2"
"07/31/2022","Manhattan","112",,,"3",,,,
"07/31/2022","Manhattan","111",,,"9",,,,"7"
"07/31/2022","Manhattan","110",,,"10",,,,"9"
"07/31/2022","Manhattan","109",,,,,,,"5"
"07/31/2022","Manhattan","108",,,"1",,,,
"07/31/2022","Manhattan","107",,"1","1",,,,"3"
"07/31/2022","Manhattan","106",,,"3",,,"1",
"07/31/2022","Manhattan","105",,"1","1","1",,,"1"
"07/31/2022","Manhattan","104",,,"2","1",,"1",
"07/31/2022","Manhattan","103",,,"5","2",,,"3"
"07/31/2022","Manhattan","102",,,,,,,
"07/31/2022","Manhattan","101",,,,"1",,,
"07/31/2022","Bronx","201",,,"4","2",,,"6"
"07/31/2022","Brooklyn","318",,"1",,,,,"1"
"07/31/2022","Brooklyn","317",,,,,,,"3"
"07/31/2022","Brooklyn","316",,,"4","5",,,"13"
"07/31/2022","Brooklyn","315",,,,,,,"1"
"07/31/2022","Brooklyn","314",,,"1",,,,"1"
"07/31/2022","Brooklyn","313",,,,"1",,,"1"
"07/31/2022","Brooklyn","312",,,"1",,,,"1"
"07/31/2022","Brooklyn","309",,,"1",,,,"1"
"07/31/2022","Brooklyn","308",,,"2","1",,,"5"
"07/31/2022","Brooklyn","307",,,"3","5",,,"1"
"07/31/2022","Brooklyn","306",,"1","2","2",,,"1"
"07/31/2022","Brooklyn","305",,,"6","3",,,"6"
"07/31/2022","Brooklyn","304",,,"2","2",,,"4"
"07/31/2022","Brooklyn","303",,,"5",,,,"7"
"07/31/2022","Brooklyn","302",,"1","3",,,,"1"
"07/31/2022","Brooklyn","301",,"1","5","1",,,"1"
"07/31/2022","Bronx","212",,,"1",,,,"1"
"07/31/2022","Bronx","211",,,,,,,
"07/31/2022","Bronx","210",,,,,,,"3"
"07/31/2022","Bronx","209",,,"2",,,,"6"
"07/31/2022","Bronx","208",,,,,,,"1"
"07/31/2022","Bronx","207",,,"5",,,,"4"
"07/31/2022","Bronx","206",,,"2",,,,"19"
"07/31/2022","Bronx","205",,"1","4",,,,"7"
"07/31/2022","Bronx","204",,,"2",,,"1","13"
"07/31/2022","Bronx","203",,,"7","1",,,"7"
"06/30/2022","Brooklyn","318",,"1",,,,,"1"
"06/30/2022","Staten Island","501",,,,,,,"1"
"06/30/2022","Queens","414",,"1","1","1",,,"1"
"06/30/2022","Queens","413",,,"1","5",,,"2"
"06/30/2022","Queens","412",,"1","3","1",,,"7"
"06/30/2022","Queens","410",,,"1","2",,,
"06/30/2022","Queens","409",,,"1",,,,
"06/30/2022","Queens","408",,,,,,,"1"
"06/30/2022","Queens","407",,,"2",,,,
"06/30/2022","Queens","405",,,"1",,,,"1"
"06/30/2022","Queens","404",,,,"2",,,"1"
"06/30/2022","Queens","403",,"1",,"1",,,"4"
"06/30/2022","Queens","402",,"1",,"3",,,"1"
"06/30/2022","Queens","401",,,"1","2",,,"2"
"06/30/2022","Manhattan","112",,,"3",,,,
"06/30/2022","Manhattan","111",,,"10",,,,"7"
"06/30/2022","Manhattan","110",,,"11",,,,"8"
"06/30/2022","Manhattan","109",,,,,,,"5"
"06/30/2022","Manhattan","108",,,"1",,,,
"06/30/2022","Manhattan","107",,"1","1",,,,"3"
"06/30/2022","Manhattan","106",,,"3",,,,
"06/30/2022","Manhattan","105",,"1","1","1",,,"1"
"06/30/2022","Manhattan","104",,,"2","2",,"1",
"06/30/2022","Manhattan","103",,,"5","2",,,"3"
"06/30/2022","Manhattan","102",,,,,,,
"06/30/2022","Manhattan","101",,,,"1",,,
"06/30/2022","Brooklyn","317",,,,,,,"3"
"06/30/2022","Brooklyn","316",,,"4","5",,,"13"
"06/30/2022","Brooklyn","315",,,,,,,"1"
"06/30/2022","Brooklyn","314",,,"1",,,,"1"
"06/30/2022","Brooklyn","313",,,,"1",,,"1"
"06/30/2022","Brooklyn","312",,,"1",,,,"1"
"06/30/2022","Brooklyn","309",,,"1",,,,"1"
"06/30/2022","Brooklyn","308",,,"2","1",,,"5"
"06/30/2022","Brooklyn","307",,,"3","5",,,"1"
"06/30/2022","Brooklyn","306",,"1","2","2",,,"1"
"06/30/2022","Brooklyn","305",,,"6","3",,,"6"
"06/30/2022","Brooklyn","304",,,"2","2",,,"4"
"06/30/2022","Brooklyn","303",,,"5",,,,"6"
"06/30/2022","Brooklyn","302",,"1","3",,,,"1"
"06/30/2022","Brooklyn","301",,"1","5","1",,,
"06/30/2022","Bronx","212",,,"1",,,,"1"
"06/30/2022","Bronx","211",,,,,,,
"06/30/2022","Bronx","210",,,,,,,"3"
"06/30/2022","Bronx","209",,,"2",,,,"6"
"06/30/2022","Bronx","208",,,,,,,"1"
"06/30/2022","Bronx","207",,,"5",,,,"4"
"06/30/2022","Bronx","206",,,"2",,,,"18"
"06/30/2022","Bronx","205",,"1","3",,,,"7"
"06/30/2022","Bronx","204",,,"2",,,,"13"
"06/30/2022","Bronx","203",,,"7","1",,,"7"
"06/30/2022","Bronx","202",,"1",,,,,"5"
"06/30/2022","Bronx","201",,,"4","2",,,"6"
"05/31/2022","Brooklyn","318",,"1",,,,,"1"
"05/31/2022","Staten Island","501",,,,,,,"1"
"05/31/2022","Queens","414",,"1","1","1",,,"1"
"05/31/2022","Queens","413",,,"1","5",,,"2"
"05/31/2022","Queens","412",,"1","3","1",,,"7"
"05/31/2022","Queens","410",,,"1","2",,,
"05/31/2022","Queens","409",,,"1",,,,
"05/31/2022","Queens","408",,,,,,,"1"
"05/31/2022","Queens","407",,,"2",,,,
"05/31/2022","Queens","405",,,"1",,,,"1"
"05/31/2022","Queens","404",,,,"2",,,"1"
"05/31/2022","Queens","403",,,,"1",,,"4"
"05/31/2022","Queens","402",,"1",,"3",,,"1"
"05/31/2022","Queens","401",,,"1","3",,,"2"
"05/31/2022","Manhattan","112",,,"3",,,,
"05/31/2022","Manhattan","111",,,"10",,,,"7"
"05/31/2022","Manhattan","110",,,"11",,,,"8"
"05/31/2022","Manhattan","109",,,,,,,"4"
"05/31/2022","Manhattan","108",,,"1",,,,
"05/31/2022","Manhattan","107",,"1","2",,,,"3"
"05/31/2022","Manhattan","106",,,"3",,,,
"05/31/2022","Manhattan","105",,"1","1","1",,,"1"
"05/31/2022","Manhattan","104",,,"2","2",,,
"05/31/2022","Manhattan","103",,,"5","2",,,"3"
"05/31/2022","Manhattan","102",,,,,,,
"05/31/2022","Manhattan","101",,,,"1",,,
"05/31/2022","Brooklyn","317",,,,,,,"3"
"05/31/2022","Brooklyn","316",,,"4","5",,,"13"
"05/31/2022","Brooklyn","315",,,,,,,"1"
"05/31/2022","Brooklyn","314",,,"1",,,,"1"
"05/31/2022","Brooklyn","313",,,,"1",,,"1"
"05/31/2022","Brooklyn","312",,,"1",,,,"1"
"05/31/2022","Brooklyn","309",,,"1",,,,"1"
"05/31/2022","Brooklyn","308",,,"2","1",,,"6"
"05/31/2022","Brooklyn","307",,,"3","5",,,"1"
"05/31/2022","Brooklyn","306",,"1","2","2",,,"1"
"05/31/2022","Brooklyn","305",,,"6","3",,,"6"
"05/31/2022","Brooklyn","304",,,"2","2",,,"4"
"05/31/2022","Brooklyn","303",,,"5",,,,"6"
"05/31/2022","Brooklyn","302",,"1","3",,,,"1"
"05/31/2022","Brooklyn","301",,"1","5","1",,,
"05/31/2022","Bronx","212",,,"1",,,,"3"
"05/31/2022","Bronx","211",,,,,,,
"05/31/2022","Bronx","210",,,,,,,"3"
"05/31/2022","Bronx","209",,,"2",,,,"6"
"05/31/2022","Bronx","208",,,,,,,"1"
"05/31/2022","Bronx","207",,,"5",,,,"4"
"05/31/2022","Bronx","206",,,"2",,,,"18"
"05/31/2022","Bronx","205",,"1","3",,,,"7"
"05/31/2022","Bronx","204",,,"2",,,,"13"
"05/31/2022","Bronx","203",,,"7","1",,,"7"
"05/31/2022","Bronx","202",,"1",,,,,"5"
"05/31/2022","Bronx","201",,,"4","2",,,"6"
"04/30/2022","Bronx","203",,,"7","1",,,"7"
"04/30/2022","Staten Island","501",,,,,,,"1"
"04/30/2022","Queens","414",,"1","1","1",,,"1"
"04/30/2022","Queens","413",,,"1","6",,,"2"
"04/30/2022","Queens","412",,"1","3","1",,,"7"
"04/30/2022","Queens","410",,,"1","2",,,
"04/30/2022","Queens","409",,,"1",,,,
"04/30/2022","Queens","408",,,,,,,"1"
"04/30/2022","Queens","407",,,"2",,,,
"04/30/2022","Queens","405",,,"1",,,,"1"
"04/30/2022","Queens","404",,,,"2",,,"1"
"04/30/2022","Queens","403",,,,"1",,,"4"
"04/30/2022","Queens","402",,"1",,"3",,,"1"
"04/30/2022","Queens","401",,,"1","3",,,"2"
"04/30/2022","Manhattan","112",,,"3",,,,
"04/30/2022","Manhattan","111",,,"10",,,,"7"
"04/30/2022","Manhattan","110",,,"11",,,,"8"
"04/30/2022","Manhattan","109",,,,,,,"4"
"04/30/2022","Manhattan","108",,,"1",,,,
"04/30/2022","Manhattan","107",,"1","2",,,,"3"
"04/30/2022","Manhattan","106",,,"3",,,,
"04/30/2022","Manhattan","105",,"1","1","1",,,"1"
"04/30/2022","Manhattan","104",,,"2","2",,,
"04/30/2022","Manhattan","103",,,"5","3",,,"3"
"04/30/2022","Manhattan","102",,,,,,,
"04/30/2022","Manhattan","101",,,,"1",,,
"04/30/2022","Bronx","202",,"1",,,,,"5"
"04/30/2022","Bronx","201",,,"4","2",,,"6"
"04/30/2022","Brooklyn","318",,"1",,,,,"1"
"04/30/2022","Brooklyn","317",,,,,,,"3"
"04/30/2022","Brooklyn","316",,,"4","5",,,"13"
"04/30/2022","Brooklyn","315",,,,,,,"1"
"04/30/2022","Brooklyn","314",,,"1",,,,"1"
"04/30/2022","Brooklyn","313",,,,"1",,,"1"
"04/30/2022","Brooklyn","312",,,"1",,,,"1"
"04/30/2022","Brooklyn","309",,,"1",,,,"1"
"04/30/2022","Brooklyn","308",,,"2","1",,,"6"
"04/30/2022","Brooklyn","307",,,"3","5",,,"1"
"04/30/2022","Brooklyn","306",,"1","2","2",,,"1"
"04/30/2022","Brooklyn","305",,,"6","3",,,"6"
"04/30/2022","Brooklyn","304",,,"2","2",,,"4"
"04/30/2022","Brooklyn","303",,,"5",,,,"6"
"04/30/2022","Brooklyn","302",,"1","3",,,,"1"
"04/30/2022","Brooklyn","301",,"1","5","1",,,
"04/30/2022","Bronx","212",,,"1",,,,"3"
"04/30/2022","Bronx","211",,,,,,,
"04/30/2022","Bronx","210",,,,,,,"3"
"04/30/2022","Bronx","209",,,"2",,,,"6"
"04/30/2022","Bronx","208",,,,,,,"1"
"04/30/2022","Bronx","207",,,"5",,,,"4"
"04/30/2022","Bronx","206",,,"2",,,,"18"
"04/30/2022","Bronx","205",,"1","3",,,,"7"
"04/30/2022","Bronx","204",,,"2",,,,"13"
"03/31/2022","Brooklyn","318",,"1","1",,,,"1"
"03/31/2022","Staten Island","501",,,,,,,"1"
"03/31/2022","Queens","414",,"1","1","1",,,"1"
"03/31/2022","Queens","413",,,"1","6",,,"2"
"03/31/2022","Queens","412",,"1","3","1",,,"7"
"03/31/2022","Queens","410","1",,"1","2",,,
"03/31/2022","Queens","409",,,"1",,,,
"03/31/2022","Queens","408",,,,,,,"1"
"03/31/2022","Queens","407",,,"2",,,,
"03/31/2022","Queens","405",,,"1",,,,"1"
"03/31/2022","Queens","404",,,,"2",,,"1"
"03/31/2022","Queens","403",,,,"1",,,"4"
"03/31/2022","Queens","402",,"1",,"3",,,"1"
"03/31/2022","Queens","401",,,"1","3",,,"2"
"03/31/2022","Manhattan","112",,,"3",,,,
"03/31/2022","Manhattan","111",,,"10",,,,"7"
"03/31/2022","Manhattan","110",,,"11",,,,"8"
"03/31/2022","Manhattan","109",,,,,,,"4"
"03/31/2022","Manhattan","108",,,"1",,,,
"03/31/2022","Manhattan","107",,"1","2",,,,"3"
"03/31/2022","Manhattan","106",,,"3",,,,
"03/31/2022","Manhattan","105",,"1","1","2",,,"2"
"03/31/2022","Manhattan","104",,,"2","2",,,
"03/31/2022","Manhattan","103",,,"5","3",,,"3"
"03/31/2022","Manhattan","102",,,,,,,
"03/31/2022","Manhattan","101",,,,"1",,,
"03/31/2022","Brooklyn","317",,,,"1",,,"3"
"03/31/2022","Brooklyn","316",,,"4","5",,,"13"
"03/31/2022","Brooklyn","315",,,,,,,"1"
"03/31/2022","Brooklyn","314",,,,,,,"1"
"03/31/2022","Brooklyn","313",,,,"1",,,"1"
"03/31/2022","Brooklyn","312",,,"1",,,,"1"
"03/31/2022","Brooklyn","309",,,"1",,,,"1"
"03/31/2022","Brooklyn","308",,,"2","1",,,"6"
"03/31/2022","Brooklyn","307",,,"2","5",,,"1"
"03/31/2022","Brooklyn","306",,"1","2","3",,,"1"
"03/31/2022","Brooklyn","305",,,"6","3",,,"6"
"03/31/2022","Brooklyn","304",,,"2","2",,,"4"
"03/31/2022","Brooklyn","303",,,"5",,,,"6"
"03/31/2022","Brooklyn","302",,"1","3",,,,"1"
"03/31/2022","Brooklyn","301",,"1","5","1",,,
"03/31/2022","Bronx","212",,,"1",,,,"3"
"03/31/2022","Bronx","211",,,,,,,
"03/31/2022","Bronx","210",,,,,,,"3"
"03/31/2022","Bronx","209",,,"2",,,,"6"
"03/31/2022","Bronx","208",,,,,,,"1"
"03/31/2022","Bronx","207",,,"5",,,,"4"
"03/31/2022","Bronx","206",,"1","2",,,,"18"
"03/31/2022","Bronx","205",,"1","3",,,,"7"
"03/31/2022","Bronx","204",,,"2",,,,"13"
"03/31/2022","Bronx","203",,,"7","1",,,"7"
"03/31/2022","Bronx","202",,"1",,,,,"5"
"03/31/2022","Bronx","201",,,"4","2",,,"6"
"02/28/2022","Brooklyn","318",,"1","1",,,,"1"
"02/28/2022","Staten Island","501",,,,,,,"1"
"02/28/2022","Queens","414",,"1","1","1",,,"1"
"02/28/2022","Queens","413",,,,"6",,,"2"
"02/28/2022","Queens","412",,"1","3","1",,,"6"
"02/28/2022","Queens","410","1",,"1","2",,,
"02/28/2022","Queens","409",,,"1",,,,
"02/28/2022","Queens","408",,,,,,,"1"
"02/28/2022","Queens","407",,,"2",,,,
"02/28/2022","Queens","405",,,"1",,,,"1"
"02/28/2022","Queens","404",,,,"2",,,"1"
"02/28/2022","Queens","403",,,,"1",,,"4"
"02/28/2022","Queens","402",,"1",,"3",,,"1"
"02/28/2022","Queens","401",,,"1","3",,,"2"
"02/28/2022","Manhattan","112",,,"3",,,,
"02/28/2022","Manhattan","111",,,"10",,,,"7"
"02/28/2022","Manhattan","110",,,"11",,,,"8"
"02/28/2022","Manhattan","109",,,,,,,"4"
"02/28/2022","Manhattan","108",,,"1",,,,
"02/28/2022","Manhattan","107",,"1","3",,,,"3"
"02/28/2022","Manhattan","106",,,"3",,,,
"02/28/2022","Manhattan","105",,"1","1","4",,,"1"
"02/28/2022","Manhattan","104",,,"2","2",,,
"02/28/2022","Manhattan","103",,,"5","3",,,"3"
"02/28/2022","Manhattan","102",,,,,,,
"02/28/2022","Manhattan","101",,,,"1",,,
"02/28/2022","Brooklyn","317",,,,"1",,,"3"
"02/28/2022","Brooklyn","316",,,"4","5",,,"14"
"02/28/2022","Brooklyn","315",,,,,,,"1"
"02/28/2022","Brooklyn","314",,,,,,,"1"
"02/28/2022","Brooklyn","313",,,,"1",,,"1"
"02/28/2022","Brooklyn","312",,,"1",,,,"1"
"02/28/2022","Brooklyn","309",,,"1",,,,"1"
"02/28/2022","Brooklyn","308",,,"2","1",,,"6"
"02/28/2022","Brooklyn","307",,,"2","5",,,"1"
"02/28/2022","Brooklyn","306",,"1","2","3",,,"1"
"02/28/2022","Brooklyn","305",,,"6","3",,,"6"
"02/28/2022","Brooklyn","304",,,"2","2",,,"4"
"02/28/2022","Brooklyn","303",,,"5",,,,"6"
"02/28/2022","Brooklyn","302",,"1","3",,,,"1"
"02/28/2022","Brooklyn","301",,"1","5","1",,,
"02/28/2022","Bronx","212",,,"1",,,,"3"
"02/28/2022","Bronx","211",,,,,,,
"02/28/2022","Bronx","210",,,,,,,"3"
"02/28/2022","Bronx","209",,,"2",,,,"6"
"02/28/2022","Bronx","208",,,,,,,"1"
"02/28/2022","Bronx","207",,,"5",,,,"4"
"02/28/2022","Bronx","206",,"1","2",,,,"18"
"02/28/2022","Bronx","205",,"1","3",,,,"7"
"02/28/2022","Bronx","204",,,"2",,,,"13"
"02/28/2022","Bronx","203",,,"7","2",,,"7"
"02/28/2022","Bronx","202",,"1",,,,,"5"
"02/28/2022","Bronx","201",,,"4","2",,,"6"
"01/31/2022","Bronx","202",,"1","1",,,,"5"
"01/31/2022","Staten Island","501",,,,,,,"1"
"01/31/2022","Queens","414",,"1","1","1",,,"1"
"01/31/2022","Queens","413",,,,"6",,,"2"
"01/31/2022","Queens","412",,"1","3","1",,,"6"
"01/31/2022","Queens","410","1",,"1","2",,,
"01/31/2022","Queens","409",,,"1",,,,
"01/31/2022","Queens","408",,,,,,,"1"
"01/31/2022","Queens","407",,,"2",,,,
"01/31/2022","Queens","405",,,"1",,,,"1"
"01/31/2022","Queens","404",,,,"2",,,"1"
"01/31/2022","Queens","403",,,,"1",,,"4"
"01/31/2022","Queens","402",,"1",,"3",,,"1"
